,RegisterPage,JPEGNum,EntryNum,Title,First Name,Last Name,City,Occupation,drYear,drMonth,drDay,drNo,drTitle,drFirst,drLast,drNo2,DollarAmt,CentAmt,crYear,crMonth,crDay,crNo,crTitle,crFirst,crLast,crNo2,crDollarAmt,crCentAmt,Note
279,65.0,81.0,198.0,,Clark and Hammond,,Newport,Merchant,1792.0,3.0,14.0,,,Benjamin,Siexas,32.0,73.0,38.0,1792.0,1.0,1.0,198.0,,Funded 3 percent stock assumed debt,,67.0,73.0,38.0,
280,65.0,81.0,199.0,,William,Rhodes,Providence,Merchant,1793.0,9.0,2.0,,,William,Hall,102.0,23.0,24.0,1792.0,1.0,1.0,199.0,,Funded 3 percent stock assumed debt,,68.0,23.0,24.0,
281,66.0,82.0,200.0,,Ebenezer,Carr,Newport,,1792.0,6.0,9.0,,,Thomas,Smart,99.0,,58.0,1792.0,1.0,1.0,200.0,,Funded 3 percent stock assumed debt,,68.0,,58.0,
282,66.0,82.0,201.0,,Caleb,Fisk,Scituate,Esquire,1796.0,4.0,15.0,,,Nicholas,Cooke,1.0,279.0,42.0,1792.0,1.0,1.0,201.0,,Funded 3 percent stock assumed debt,,68.0,207.0,97.0,
283,66.0,82.0,201.0,,Caleb,Fisk,Scituate,Esquire,,,,,,,,,,,1792.0,4.0,1.0,,,Hezekiah,Babcock,194.0,63.0,24.0,
284,66.0,82.0,201.0,,Caleb,Fisk,Scituate,Esquire,,,,,,,,,,,,,,,,,,,271.0,21.0,
285,66.0,82.0,201.0,,Caleb,Fisk,Scituate,Esquire,,,,,,,,,,,1795.0,1.0,1.0,,,Caleb,Aldrich,579.0,8.0,21.0,
286,,,,,,,,,,,,,,,,,,,,,,,,,,,279.0,42.0,
287,66.0,82.0,202.0,,John,Brown,Providence,Esquire,1792.0,1.0,16.0,,,William,Allen,95.0,5217.0,43.0,1792.0,1.0,1.0,202.0,,Funded 3 percent stock assumed debt,,69.0,5217.0,43.0,
288,66.0,82.0,202.0,,John,Brown,Providence,Esquire,1792.0,12.0,10.0,,,Samuel Ward and Brothers,,103.0,1081.0,60.0,1792.0,10.0,25.0,,,3 percent stock transferred from the treasury,,337.0,1081.0,60.0,
289,67.0,83.0,203.0,,Andrew,Elliot,Sutlon State of Massachusetts,,1792.0,3.0,6.0,,,John Ward and co.,,97.0,4.0,79.0,1792.0,1.0,1.0,203.0,,Funded 3 percent stock assumed debt,,69.0,4.0,79.0,
290,67.0,83.0,204.0,,Zephaniah,Brown,Providence,Merchant,1794.0,5.0,28.0,,,Abigail,Spencer,112.0,144.0,27.0,1792.0,1.0,1.0,204.0,,Funded 3 percent stock assumed debt,,69.0,144.0,27.0,
291,67.0,83.0,204.0,,Zephaniah,Brown,Providence,Merchant,,,,,,,,,,,,,,259.0,,Funded 3 percent stock assumed debt,,88.0,1044.0,94.0,
292,,,,,,,,,,,,,,,,,,,,,,,,,,,1189.0,21.0,
293,67.0,83.0,205.0,,William,Wetmore,Boston,,1792.0,6.0,11.0,,,Le Roy and Bayard,,99.0,949.0,11.0,1792.0,1.0,1.0,205.0,,Funded 3 percent stock assumed debt,,70.0,949.0,11.0,
294,68.0,84.0,206.0,,Brown and Benson,Providence,Merchants,,1792.0,5.0,11.0,,,Thomas,Dickason,96.0,1949.0,48.0,1792.0,1.0,1.0,206.0,,Funded 3 percent stock assumed debt,,70.0,1168.0,97.0,
295,68.0,84.0,206.0,,Brown and Benson,Providence,Merchants,,,,,,,,,,,,,,,,,Funded 3 percent stock assumed debt,,169.0,780.0,51.0,
296,,,,,,,,,,,,,,,,,,,,,,,,,,,1949.0,48.0,
297,68.0,84.0,207.0,,Andrew,Dexter,Providence,Merchant,1793.0,9.0,2.0,,,Certificate number 100 transferred to the office in the State of Massachusetts,,460.0,355.0,80.0,1792.0,1.0,1.0,207.0,,Funded 3 percent stock assumed debt,,70.0,355.0,80.0,
298,68.0,84.0,208.0,Capt,Thomas,Hughes,Warwick,,,,,,,,,,,,1793.0,1.0,1.0,208.0,,Funded 3 percent stock assumed debt,,71.0,110.0,54.0,
299,69.0,85.0,209.0,,John,Malbone,Newport,Esquire,1795.0,10.0,27.0,,,William,Hunter,613.0,35.0,42.0,1792.0,1.0,1.0,209.0,,Funded 3 percent stock assumed debt,,71.0,35.0,42.0,
300,69.0,85.0,210.0,,Henry,Sherburne,Newport,Esquire,,,,,,,,,,,1792.0,1.0,1.0,210.0,,Funded 3 percent stock assumed debt,,71.0,189.0,78.0,
301,69.0,85.0,211.0,,Ann,Greene,Warwick,Widow of the Late col Greene,1793.0,2.0,12.0,,,Welcome,Arnold,391.0,216.0,88.0,1792.0,1.0,1.0,211.0,,Funded 3 percent stock assumed debt,,72.0,216.0,88.0,
302,70.0,86.0,212.0,,Joseph,Arnold,Providence,Housewright,,,,,,,,,,,1792.0,1.0,1.0,212.0,,Funded 3 percent stock assumed debt,,72.0,197.0,86.0,
303,70.0,86.0,213.0,,Benjamin,Bosworth,Warren,Esquire,,,,,,,,,,,1792.0,1.0,1.0,213.0,,Funded 3 percent stock assumed debt,,72.0,232.0,83.0,
304,70.0,86.0,214.0,,Sylvester,Fuller,Providence,Broker,1794.0,2.0,18.0,,,Jabez,Bowen,3.0,8.0,90.0,1792.0,1.0,1.0,214.0,,Funded 3 percent stock assumed debt,,73.0,8.0,90.0,
305,71.0,88.0,215.0,,Edward,Woodman,Tiverton,Mariner,,,,,,,,,,,1792.0,1.0,1.0,215.0,,Funded 3 percent stock assumed debt,,73.0,54.0,24.0,
306,71.0,88.0,216.0,,Benjamin,Williams,Scituate,Yeoman,,,,,,,,,,,1792.0,1.0,1.0,216.0,,Funded 3 percent stock assumed debt,,73.0,37.0,86.0,
307,71.0,88.0,217.0,,John,Fitton,Providence,Merchant,,,,,,,,,,,1792.0,1.0,1.0,217.0,,Funded 3 percent stock assumed debt,,74.0,145.0,35.0,
308,72.0,89.0,218.0,,Charles,Lippitt,Providence,Merchant,1794.0,1.0,31.0,,,John,Updike,111.0,18.0,9.0,1792.0,1.0,1.0,218.0,,Funded 3 percent stock assumed debt,,74.0,18.0,9.0,
309,72.0,89.0,219.0,,Jonathan,Smith,Scituate,Yeoman,1792.0,3.0,1.0,,,William N,Rhodes,97.0,33.0,55.0,1792.0,1.0,1.0,219.0,,Funded 3 percent stock assumed debt,,74.0,33.0,55.0,
310,72.0,89.0,220.0,,Samuel,Vernon,Newport,Merchant,,,,,,,,,,,1792.0,1.0,1.0,220.0,,Funded 3 percent stock assumed debt,,75.0,165.0,81.0,
311,73.0,90.0,221.0,,Joseph,Martin,Providence,Merchant,1792.0,10.0,22.0,,,Enos,Hitchcock,16.0,690.0,13.0,1792.0,1.0,1.0,221.0,,Funded 3 percent stock assumed debt,,75.0,690.0,13.0,
312,73.0,90.0,221.0,,Joseph,Martin,Providence,Merchant,,,,,,Andrew,Spooner,75.0,1842.0,20.0,,,,,,Stephen,Dexter,154.0,846.0,85.0,
313,73.0,90.0,221.0,,Joseph,Martin,Providence,Merchant,,,,,,Balance due from the United States,,,735.0,31.0,,,,,,,,,1536.0,98.0,
314,73.0,90.0,221.0,,Joseph,Martin,Providence,Merchant,,,,,,,,,3267.0,64.0,1792.0,4.0,1.0,,,John Ward and co.,,195.0,735.0,31.0,
315,73.0,90.0,221.0,,Joseph,Martin,Providence,Merchant,,,,,,Joseph,Martin,616.0,380.0,6.0,,,,,,William,Walter,211.0,995.0,35.0,
316,73.0,90.0,221.0,,Joseph,Martin,Providence,Merchant,,,,,,John,Martin,,355.0,25.0,,,,,,,,,3267.0,64.0,
317,,,,,,,,,,,,,,,,,735.0,31.0,,,,,,Balance stock remaining on the books,,,735.0,31.0,
318,73.0,90.0,222.0,,William,Arnold,East Greenwich,Esquire,,,,,,,,,,,1792.0,1.0,1.0,222.0,,Funded 3 percent stock assumed debt,,75.0,312.0,60.0,
319,73.0,90.0,223.0,,John,Bullock,Providence,Mariner,1792.0,1.0,16.0,,,William,Allen,95.0,87.0,34.0,1792.0,1.0,1.0,223.0,,Funded 3 percent stock assumed debt,,76.0,87.0,34.0,
320,74.0,91.0,224.0,,Andrew,Brown,N Providence,Yeoman,,,,,,,,,,,1792.0,1.0,1.0,224.0,,Funded 3 percent stock assumed debt,,76.0,23.0,96.0,
321,74.0,91.0,225.0,,Elisha,Brown,N Providence,Yeoman,1797.0,4.0,1.0,,,Samuel W,Greene,270.0,18.0,80.0,1792.0,1.0,1.0,225.0,,Funded 3 percent stock assumed debt,,76.0,18.0,80.0,
322,74.0,91.0,226.0,,William,Holroyd,Providence,Treasurer to the Baplist Charitable Society,,,,,,,,,,,1792.0,1.0,1.0,226.0,,Funded 3 percent stock assumed debt,,77.0,52.0,80.0,
323,75.0,92.0,228.0,,Jonathan,Wheeler,Grafton,Broker,1792.0,6.0,11.0,,,Le Roy and Bayard,,99.0,207.0,37.0,1792.0,1.0,1.0,228.0,,Funded 3 percent stock assumed debt,,77.0,207.0,37.0,
324,75.0,92.0,229.0,,Andrew,Spooner,Boston,Merchant,1792.0,6.0,11.0,,,Le Roy and Bayard,,99.0,288.0,92.0,1792.0,1.0,1.0,229.0,,Funded 3 percent stock assumed debt,,78.0,288.0,92.0,
325,75.0,92.0,229.0,,Andrew,Spooner,Boston,Merchant,1792.0,12.0,10.0,,,John Lane and Thomas Fraser,,104.0,2183.0,30.0,1792.0,11.0,24.0,,,Elias,Cornelius,347.0,156.0,30.0,
326,75.0,92.0,229.0,,Andrew,Spooner,Boston,Merchant,,,,,,,,,,,,,,,,Moses,Brown,,156.0,3.0,
327,75.0,92.0,229.0,,Andrew,Spooner,Boston,Merchant,,,,,,,,,,,,,,,,Joseph,Martin,348.0,1842.0,20.0,
328,75.0,92.0,229.0,,Andrew,Spooner,Boston,Merchant,,,,,,,,,,,,,,,2nd,John,Thurber,,28.0,77.0,
329,,,,,,,,,,,,,,,,,,,,,,,,,,,2183.0,30.0,
330,75.0,92.0,230.0,,Nancy,Ensworth,Providence,Widow,1792.0,2.0,16.0,,,Amme,Bucklin,97.0,53.0,66.0,1792.0,1.0,1.0,230.0,,Funded 3 percent stock assumed debt,,78.0,160.0,99.0,
331,75.0,92.0,230.0,,Nancy,Ensworth,Providence,Widow,,,,,,Balance due from the United States,,,107.0,33.0,,,,,,Balance stock remaining on the books,,,107.0,33.0,
332,,,,,,,,,,,,,,,,,160.0,99.0,,,,,,,,,,,
333,76.0,93.0,231.0,,Richard,Olney,Providence,Innholder,,,,,,,,,,,1792.0,1.0,1.0,231.0,,Funded 3 percent stock assumed debt,,78.0,293.0,50.0,
334,76.0,93.0,232.0,,Ann,Johnson,Wrentham,,,,,,,,,,,,1792.0,1.0,1.0,232.0,,Funded 3 percent stock assumed debt,,79.0,30.0,41.0,
335,76.0,93.0,233.0,,Nath,Metcalf,Auleborough,Yeoman,1797.0,4.0,1.0,,,Mich and Joel,Medcalf,267.0,32.0,16.0,1792.0,1.0,1.0,233.0,,Funded 3 percent stock assumed debt,,79.0,32.0,16.0,
336,77.0,94.0,234.0,,George C,Hazard,Newport,,,,,,,,,,,,1792.0,1.0,1.0,234.0,,Funded 3 percent stock assumed debt,,79.0,279.0,10.0,
337,77.0,94.0,235.0,,Oliver R,Warner,Newport,,,,,,,,,,,,1792.0,1.0,1.0,235.0,,Funded 3 percent stock assumed debt,,80.0,41.0,90.0,
338,77.0,94.0,236.0,,William,Brayton,Coventry,Yeoman,1795.0,10.0,27.0,,,John,Martin,119.0,24.0,81.0,1792.0,1.0,1.0,236.0,,Funded 3 percent stock assumed debt,,80.0,24.0,81.0,
339,78.0,95.0,237.0,,Joseph,Potter,Providence,Blockmaker,,,,,,,,,,,1792.0,1.0,1.0,237.0,,Funded 3 percent stock assumed debt,,80.0,66.0,72.0,
340,78.0,95.0,238.0,,Phinchas,Potter,Providence,Mariner,,,,,,,,,,,1792.0,1.0,1.0,238.0,,Funded 3 percent stock assumed debt,,81.0,100.0,63.0,
341,78.0,95.0,239.0,,Thomas,Sabin,Providence,Merchant,,,,,,,,,,,1792.0,1.0,1.0,239.0,,Funded 3 percent stock assumed debt,,81.0,104.0,82.0,
342,79.0,96.0,240.0,,Knight,Dexter,Providence,Innholder,,,,,,,,,,,1792.0,1.0,1.0,240.0,,Funded 3 percent stock assumed debt,,81.0,59.0,82.0,
343,79.0,96.0,241.0,,James,Congdon,Charlstown,Esquire,1792.0,2.0,2.0,,,John Ward and co.,,35.0,136.0,7.0,1792.0,1.0,1.0,241.0,,Funded 3 percent stock assumed debt,,82.0,136.0,7.0,
344,79.0,96.0,242.0,,Hezekiah,Babcock,Hopkinton,Esquire,1792.0,4.0,18.0,,,Caleb,Fisk,66.0,63.0,24.0,1792.0,1.0,1.0,242.0,,Funded 3 percent stock assumed debt,,82.0,63.0,24.0,
345,80.0,97.0,243.0,,Daniel,LeFavour,Bristol,Cooper,,,,,,,,,,,1792.0,1.0,1.0,243.0,,Funded 3 percent stock assumed debt,,82.0,39.0,46.0,
346,80.0,97.0,245.0,,Timothy,Gladding,Providence,Taylor,1792.0,2.0,13.0,,,James H,Olney,96.0,155.0,79.0,1792.0,1.0,1.0,245.0,,Funded 3 percent stock assumed debt,,83.0,155.0,79.0,
347,80.0,97.0,246.0,,John,Low,Warwick,Esquire,1795.0,2.0,21.0,,,John,Jackson,103.0,245.0,78.0,1792.0,1.0,1.0,246.0,,Funded 3 percent stock assumed debt,,83.0,256.0,78.0,
348,81.0,98.0,248.0,,Eliphalet,Stack,Rehoboth,Esquire,1793.0,1.0,1.0,,,Samuel Wyllys,Pumroy,105.0,46.0,33.0,1792.0,1.0,1.0,248.0,,Funded 3 percent stock assumed debt,,84.0,46.0,33.0,
349,81.0,98.0,249.0,,Elkanah,Humphry,Barrington,Yeoman,,,,,,,,,,,1792.0,1.0,1.0,249.0,,Funded 3 percent stock assumed debt,,84.0,41.0,66.0,
350,81.0,98.0,250.0,,Pardon,Tillinghast,Exeter,Esquire,,,,,,,,,,,1792.0,1.0,1.0,250.0,,Funded 3 percent stock assumed debt,,85.0,57.0,59.0,
351,82.0,99.0,251.0,,William P,Spencer,East Greenwich,,,,,,,,,,,,1792.0,1.0,1.0,251.0,,Funded 3 percent stock assumed debt,,85.0,154.0,53.0,
352,82.0,99.0,252.0,,Robert,Stanton,Richmond,Esquire,,,,,,,,,,,1792.0,1.0,1.0,252.0,,Funded 3 percent stock assumed debt,,85.0,33.0,25.0,
353,82.0,99.0,253.0,,Jesse,Whipple,N Providence,Yeoman,,,,,,,,,,,1792.0,1.0,1.0,253.0,,Funded 3 percent stock assumed debt,,86.0,70.0,31.0,
354,83.0,100.0,254.0,,Simeon,Perry,Charlstown,Esquire,1792.0,4.0,18.0,,,Thomas L,Halsey,28.0,420.0,74.0,1792.0,1.0,1.0,254.0,,Funded 3 percent stock assumed debt,,86.0,420.0,74.0,
355,83.0,100.0,255.0,,Nathaniel,Wheaton,Providence,Esquire,,,,,,,,,,,1792.0,1.0,1.0,255.0,,Funded 3 percent stock assumed debt,,86.0,54.0,82.0,
356,83.0,100.0,256.0,,Waterman and Newell,,Providence,Adminis to the Estate of John Demount,1795.0,1.0,1.0,,,Oliver,Bowen,115.0,245.0,31.0,1792.0,1.0,1.0,256.0,,Funded 3 percent stock assumed debt,,87.0,735.0,95.0,
357,83.0,100.0,256.0,,Waterman and Newell,,Providence,Adminis to the Estate of John Demount,,,,,Guardian,Rufus,Waterman,,490.0,64.0,,,,,,,,,,,
358,,,,,,,,,,,,,,,,,735.0,95.0,,,,,,,,,,,
359,84.0,101.0,257.0,,Stephen,Tillinghast,Providence,,1792.0,2.0,2.0,,,John Ward and co.,,35.0,396.0,38.0,1792.0,1.0,1.0,257.0,,Funded 3 percent stock assumed debt,,87.0,396.0,38.0,
360,84.0,101.0,258.0,,Joseph,Winter,New York,Merchant,1792.0,1.0,16.0,,,Certificate number 6 transferred to the office of John Cochran Commissioner of loans for the state of New York,,99.0,857.0,83.0,1792.0,1.0,1.0,258.0,,Funded 3 percent stock assumed debt,,87.0,857.0,83.0,
361,84.0,101.0,259.0,,Benjamin,Hall,Providence,,1792.0,2.0,2.0,,,John Ward and co.,,35.0,303.0,76.0,1792.0,1.0,1.0,260.0,,Funded 3 percent stock assumed debt,,88.0,303.0,76.0,
362,85.0,102.0,261.0,,Isaac,Whippo,New York,,,,,,,,,,,,1792.0,1.0,1.0,261.0,,Funded 3 percent stock assumed debt,,88.0,38.0,3.0,
363,85.0,102.0,262.0,,Hoppin and Snow,,Providence,Auctioneers,,,,,,,,,,,1792.0,1.0,1.0,262.0,,Funded 3 percent stock assumed debt,,89.0,32.0,25.0,
364,85.0,102.0,262.0,,Hoppin and Snow,,Providence,Auctioneers,,,,,,,,,,,1793.0,2.0,26.0,,,John,Carter,393.0,5.0,14.0,
365,85.0,102.0,262.0,,Hoppin and Snow,,Providence,Auctioneers,,,,,,,,,,,1793.0,2.0,28.0,,,Thomas,Newall,394.0,16.0,67.0,
366,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,6.0,
367,85.0,102.0,263.0,,Henry,Bowen,Providence,,,,,,,,,,,,1792.0,1.0,1.0,263.0,,Funded 3 percent stock assumed debt,,89.0,41.0,98.0,
368,85.0,102.0,263.0,,Henry,Bowen,Providence,,,,,,,,,,,,1792.0,12.0,12.0,,,Transferred from the register of treasury,,356.0,71.0,16.0,
369,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,14.0,
370,86.0,103.0,264.0,,Laban,Manton,Johnston,Esquire,1792.0,1.0,16.0,,,Laban,Waterman,95.0,8.0,93.0,1792.0,1.0,1.0,264.0,,Funded 3 percent stock assumed debt,,89.0,8.0,93.0,
371,86.0,103.0,265.0,,Zaccheus,Chace,Portsmouth,,1792.0,8.0,10.0,,,Hannah,Belcher,101.0,69.0,19.0,1792.0,1.0,1.0,265.0,,Funded 3 percent stock assumed debt,,90.0,84.0,91.0,
372,86.0,103.0,265.0,,Zaccheus,Chace,Portsmouth,,,,,,,William,Hall,102.0,15.0,72.0,,,,,,,,,,,
373,,,,,,,,,,,,,,,,,84.0,91.0,,,,,,,,,,,
374,86.0,103.0,266.0,,Martha,Field,Providence,Widow,1796.0,7.0,28.0,,,Thomas,McEuen,,1168.0,29.0,1792.0,1.0,1.0,266.0,,Funded 3 percent stock assumed debt,,90.0,1168.0,29.0,
375,87.0,104.0,267.0,,Imanuel,Case,N Kingstone,Esquire,1795.0,2.0,21.0,,,Asher,Robbins,57.0,15.0,72.0,1792.0,1.0,1.0,267.0,,Funded 3 percent stock assumed debt,,90.0,15.0,72.0,
376,87.0,104.0,268.0,,Isaac,Pitman,Providence,Merchant,1796.0,5.0,11.0,,,Samuel,Ward,4.0,7.0,18.0,1792.0,1.0,1.0,268.0,,Funded 3 percent stock assumed debt,,91.0,7.0,18.0,
377,87.0,104.0,269.0,,Joseph,Smith,Warren,Hatter,,,,,,,,,,,1792.0,1.0,1.0,269.0,,Funded 3 percent stock assumed debt,,91.0,98.0,91.0,
378,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,1.0,,Israel,Bowen,2.0,185.0,81.0,,,,,,,,,,,
379,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,2.0,,Caleb,Carpenter,2.0,9.0,11.0,,,,,,,,,,,
380,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,3.0,,William,Greene,2.0,253.0,68.0,,,,,,,,,,,
381,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,4.0,,Anne,Smith,3.0,37.0,98.0,,,,,,,,,,,
382,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,5.0,,Richard,Waterman,3.0,353.0,9.0,,,,,,,,,,,
383,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,6.0,,Caleb,Vaughan,3.0,28.0,87.0,,,,,,,,,,,
384,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,7.0,,William,Bradford,4.0,534.0,48.0,,,,,,,,,,,
385,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,8.0,,Nathan,Relph,4.0,6.0,59.0,,,,,,,,,,,
386,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,9.0,,Jabez,Bowen,4.0,248.0,60.0,,,,,,,,,,,
387,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,10.0,,John,Smith,5.0,1703.0,94.0,,,,,,,,,,,
388,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,11.0,,Ephraem,Bowen,5.0,416.0,20.0,,,,,,,,,,,
389,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,12.0,,Sarah,Remington,5.0,25.0,38.0,,,,,,,,,,,
390,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,13.0,,Nathan,Waterman,6.0,1082.0,93.0,,,,,,,,,,,
391,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,14.0,,Samuel,Atherton,6.0,16.0,46.0,,,,,,,,,,,
392,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,15.0,Rev,James,Manning,6.0,3.0,10.0,,,,,,,,,,,
393,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,16.0,,Pareclete,Tew,7.0,78.0,49.0,,,,,,,,,,,
394,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,17.0,,Freelove,Greene,7.0,144.0,10.0,,,,,,,,,,,
395,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,18.0,,Nicholas P,Tillinghast,7.0,22.0,9.0,,,,,,,,,,,
396,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,19.0,,James S Sebor and co.,,8.0,330.0,80.0,,,,,,,,,,,
397,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,20.0,,Amos,Attwell,8.0,20.0,54.0,,,,,,,,,,,
398,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,21.0,,Dolly,Sabin,8.0,111.0,4.0,,,,,,,,,,,
399,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,22.0,,Cyril,Carpenter,9.0,55.0,23.0,,,,,,,,,,,
400,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,23.0,,David,Martin,9.0,28.0,68.0,,,,,,,,,,,
401,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,24.0,,William,Vernon,9.0,160.0,64.0,,,,,,,,,,,
402,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,25.0,,Robert,Stevens,10.0,13.0,55.0,,,,,,,,,,,
403,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,26.0,,Clarke,Browne,10.0,,77.0,,,,,,,,,,,
404,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,27.0,,Lemuel,Bailey,10.0,164.0,35.0,,,,,,,,,,,
405,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,28.0,,George,Champlin,11.0,126.0,97.0,,,,,,,,,,,
406,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,29.0,,Andrew,Hamersley,11.0,568.0,33.0,,,,,,,,,,,
407,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,30.0,,Mahatable,Perkins,11.0,104.0,16.0,,,,,,,,,,,
408,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,31.0,,Samuel,Fowler,12.0,718.0,38.0,,,,,,,,,,,
409,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,32.0,,James,Robinson,12.0,6.0,38.0,,,,,,,,,,,
410,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,33.0,,Henry,Marchant,12.0,324.0,96.0,,,,,,,,,,,
411,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,34.0,,Christopher,Ellery,13.0,73.0,87.0,,,,,,,,,,,
412,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,35.0,,George,Shove,13.0,4.0,16.0,,,,,,,,,,,
413,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,36.0,,Abigail,Hammond,13.0,49.0,61.0,,,,,,,,,,,
414,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,37.0,,Elias,Cornelius,14.0,156.0,30.0,,,,,,,,,,,
415,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,38.0,,Jeremiah,Whipple,14.0,105.0,77.0,,,,,,,,,,,
416,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,39.0,,Simeon,Potter,14.0,1780.0,35.0,,,,,,,,,,,
417,88.0,105.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,40.0,,Azariah,Hide,15.0,92.0,55.0,,,,,,,,,,,
418,,,,,,,,,,,,,,Carried over,,,10148.0,29.0,,,,,,,,,,,
419,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,41.0,,Ichabod,Northup,15.0,29.0,68.0,,,,,,,,,,,
420,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,42.0,,Zephaniah,Andrews,15.0,41.0,1.0,,,,,,,,,,,
421,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,43.0,,Mary,Travers,16.0,32.0,43.0,,,,,,,,,,,
422,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,44.0,,Archibald,Stewart,16.0,8.0,27.0,,,,,,,,,,,
423,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,45.0,,John,Thurston,16.0,39.0,26.0,,,,,,,,,,,
424,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,46.0,,Caleb,Aldrich,17.0,8.0,21.0,,,,,,,,,,,
425,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,47.0,,Enos,Hitchcock,17.0,429.0,32.0,,,,,,,,,,,
426,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,48.0,,Abner,Allen,17.0,91.0,94.0,,,,,,,,,,,
427,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,49.0,,Josiah Jenckes and D.L. Barnes,,18.0,1994.0,89.0,,,,,,,,,,,
428,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,50.0,,Aaron,Mann,18.0,10.0,18.0,,,,,,,,,,,
429,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,51.0,,Nathaniel,Fuller,18.0,6.0,61.0,,,,,,,,,,,
430,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,52.0,,Christopher,Lippitt,19.0,86.0,2.0,,,,,,,,,,,
431,89.0,106.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,53.0,,Pordon Tillinghast W Greenwich,,19.0,295.0,29.0,,,,,,,,,,,
