,RegisterPage,JPEGNum,EntryNum,Title,First Name,Last Name,City,Occupation,drYear,drMonth,drDay,drNo,drTitle,drFirst,drLast,drNo2,DollarAmt,CentAmt,crYear,crMonth,crDay,crNo,crTitle,crFirst,crLast,crNo2,crDollarAmt,crCentAmt,Note,Unnamed: 29
279,68.0,81.0,206.0,,Brown and Benson,,Providence,Merchants,1792.0,5.0,11.0,,,Thomas ,Dickason,96.0,520.0,34.0,,,,,,Funded Deferred Stock Assum Debt,,168,520.0,34.0,,
280,68.0,81.0,206.0,,Brown and Benson,,Providence,Merchants,,,,,,,,,1299.0,66.0,,,,,,,,,1299.0,66.0,,
281,68.0,81.0,207.0,,Andrew,Dexter,Providence,Merchant,1793.0,9.0,2.0,,,Certificate No. 98 for Transferring to the Office the State of Massachusetts,,460.0,237.0,20.0,1792.0,1.0,1.0,207,,Funded Deferred Stock Assum Debt,,70,237.0,20.0,,
282,68.0,81.0,208.0,Captain,Thomas,Hughes,Warwick,,,,,,,,,,,,1792.0,1.0,1.0,208,,Funded Deferred Stock Assum Debt,,71,73.0,69.0,,
283,69.0,82.0,209.0,,John,Malbone,Newport,Esquire,1795.0,10.0,27.0,,,William,Hunter,613.0,23.0,62.0,1792.0,1.0,1.0,209,,Funded Deferred Stock Assum Debt,,71,23.0,62.0,,
284,69.0,82.0,210.0,,Henry,Shurburne,Newport,Esquire,,,,,,,,,,,1792.0,1.0,1.0,210,,Funded Deferred Stock Assum Debt,,71,126.0,52.0,,
285,69.0,82.0,211.0,,Ann Greene Widow of the Late Col Greene of Warwick,,,,1793.0,4.0,10.0,,,Nathan,Bond,104.0,144.0,59.0,1792.0,1.0,1.0,211,,Funded Deferred Stock Assum Debt,,72,144.0,59.0,,
286,70.0,83.0,212.0,,Joseph,Arnold,Providence,Housewright,,,,,,,,,,,1792.0,1.0,1.0,212,,Funded Deferred Stock Assum Debt,,72,131.0,91.0,,
287,70.0,83.0,213.0,,Benjamin,Bosworth,Warron,Esquire,,,,,,,,,,,1792.0,1.0,1.0,213,,Funded Deferred Stock Assum Debt,,72,155.0,22.0,,
288,70.0,83.0,214.0,,Sylvester,Fuller,Providence,Broker,1794.0,2.0,18.0,,,Jabez,Bowen,3.0,5.0,93.0,1792.0,1.0,1.0,214,,Funded Deferred Stock Assum Debt,,73,5.0,93.0,,
289,71.0,84.0,215.0,,Edward,Woodman,Tiverton,Mariner,,,,,,,,,,,1792.0,1.0,1.0,215,,Funded Deferred Stock Assum Debt,,73,36.0,16.0,,
290,71.0,84.0,216.0,,Benjamin ,William,Scituate,Yoeman,,,,,,,,,,,1792.0,1.0,1.0,216,,Funded Deferred Stock Assum Debt,,73,25.0,24.0,,
291,71.0,84.0,217.0,,John,Fitton,Providence,Merchant,,,,,,,,,,,1792.0,1.0,1.0,217,,Funded Deferred Stock Assum Debt,,74,96.0,90.0,,
292,72.0,85.0,218.0,,Charles,Lippitt,Providence,Merchant,1795.0,2.0,,21.0,,John,Jackson,1131.0,12.0,6.0,1792.0,1.0,1.0,218,,Funded Deferred Stock Assum Debt,,74,12.0,6.0,,
293,72.0,85.0,219.0,,Jonathan,Smith,Scituate,Yeoman,1793.0,5.0,22.0,,,Job,Randall,105.0,22.0,37.0,1792.0,1.0,1.0,219,,Funded Deferred Stock Assum Debt,,74,22.0,37.0,,
294,72.0,85.0,220.0,,Samuel,Vernon 2nd,Newport,Merchant,,,,,,,,,,,1792.0,1.0,1.0,220,,Funded Deferred Stock Assum Debt,,75,110.0,54.0,,
295,73.0,86.0,221.0,,Joseph,Martin,Providence,Merchant,1792.0,12.0,10.0,,,Samuel,Wyllyps Purmoy,102.0,1024.0,66.0,1792.0,1.0,1.0,221,,Funded Deferred Stock Assum Debt,,75,460.0,9.0,,
296,73.0,86.0,221.0,,Joseph,Martin,Providence,Merchant,1793.0,5.0,22.0,,,Job,Randall,105.0,280.0,49.0,,,,,,Stephen,Dexter,154,564.0,57.0,,
297,73.0,86.0,221.0,,Joseph,Martin,Providence,Merchant,1793.0,10.0,22.0,,Jun,Joseph,Martin,107.0,663.0,56.0,1792.0,4.0,1.0,,,Simeon,Perry,200,280.0,49.0,,
298,73.0,86.0,221.0,,Joseph,Martin,Providence,Merchant,,,,,,,,,1968.0,71.0,,,,,,William,Walter,211,663.0,56.0,,
299,73.0,86.0,221.0,,Joseph,Martin,Providence,Merchant,1795.0,10.0,27.0,,,Joseph,Martin,615.0,30.0,44.0,,,,,,,,,1968.0,71.0,,
300,73.0,86.0,221.0,,Joseph,Martin,Providence,Merchant,,,,,,John,Martin,616.0,13.0,90.0,1794.0,4.0,1.0,,,Daniel,Trowbridge,514,44.0,34.0,,
301,73.0,86.0,221.0,,Joseph,Martin,Providence,Merchant,,,,,,,,,44.0,34.0,,,,,,,,,,,,
302,73.0,86.0,222.0,,William,Arnold,Eest Greenwich,Esquire,,,,,,,,,,,1792.0,1.0,1.0,222,,Funded Deferred Stock Assum Debt,,75,208.0,40.0,,
303,73.0,86.0,223.0,,John,Bullock,Providence,Mariner,1792.0,1.0,16.0,,,William,Allen,96.0,58.0,23.0,1792.0,1.0,1.0,223,,Funded Deferred Stock Assum Debt,,76,58.0,23.0,,
304,74.0,87.0,224.0,,Andrew,Brown,N Providence,Yeoman,,,,,,,,,,,1792.0,1.0,1.0,224,,Funded Deferred Stock Assum Debt,,76,15.0,97.0,,
305,74.0,87.0,225.0,,Elisha,Brown,N Providence,Yeoman,1797.0,4.0,1.0,,,Samuel W.,Greene,270.0,12.0,53.0,1792.0,1.0,1.0,225,,Funded Deferred Stock Assum Debt,,76,12.0,53.0,,
306,74.0,87.0,226.0,,William,Holroyd,to the Baptist Church Society of Providence,Treasurer,,,,,,,,,,,1792.0,1.0,1.0,226,,Funded Deferred Stock Assum Debt,,77,35.0,20.0,,
307,75.0,88.0,228.0,,Jonathan,wheeler,Grafton,Broker,1793.0,1.0,31.0,,,Thomas,Perkins,103.0,138.0,25.0,1792.0,1.0,1.0,228,,Funded Deferred Stock Assum Debt,,77,138.0,25.0,,
308,75.0,88.0,229.0,,Andrew,Spooner,Boston,Merchant,1792.0,1.0,31.0,,,Thomas,Perkins,103.0,192.0,61.0,1792.0,1.0,1.0,229,,Funded Deferred Stock Assum Debt,,78,192.0,61.0,,
309,75.0,88.0,230.0,,Nancy,Ensworth,Providence,Widow,1792.0,2.0,16.0,,,Amme,Bucklin,97.0,35.0,77.0,1792.0,1.0,1.0,230,,Funded Deferred Stock Assum Debt,,78,107.0,33.0,,
310,75.0,88.0,230.0,,Nancy,Ensworth,Providence,Widow,,,,,,Balance Due from the United States,,97.0,71.0,56.0,,,,,,,,,,,,
311,75.0,88.0,230.0,,Nancy,Ensworth,Providence,Widow,,,,,,,,,107.0,33.0,,,,,,,,,,,,
312,75.0,88.0,230.0,,Nancy,Ensworth,Providence,Widow,,,,,,,,,,,,,,,,Balance Stock Remaining on the Books,,,71.0,56.0,,
313,76.0,89.0,231.0,,Richard,Olney,Providence,Innholder,1795.0,7.0,27.0,,,Lovett and Adams,,607.0,195.0,66.0,1792.0,1.0,1.0,231,,Funded Deferred Stock Assum Debt,,78,195.0,66.0,,
314,76.0,89.0,232.0,,Ann   ,Johnson,Wrentham,,,,,,,,,,,,1792.0,1.0,1.0,232,,Funded Deferred Stock Assum Debt,,79,20.0,28.0,,
315,76.0,89.0,233.0,,Nathaniel,Metcalf,Attleborough,Yeoman,1797.0,4.0,1.0,,,Micheal and Joel Medcalf,,267.0,21.0,44.0,1792.0,1.0,1.0,233,,Funded Deferred Stock Assum Debt,,79,21.0,44.0,,
316,77.0,90.0,234.0,,George C,Hazard,Newport,,,,,,,,,,,,1792.0,1.0,1.0,234,,Funded Deferred Stock Assum Debt,,79,186.0,7.0,,
317,77.0,90.0,235.0,,Oliver R. ,Warner,Newport,,,,,,,,,,,,1792.0,1.0,1.0,235,,Funded Deferred Stock Assum Debt,,80,27.0,93.0,,
318,77.0,90.0,236.0,,Wiliiam,Brayton,Coventry,,1795.0,10.0,27.0,,,John ,Martin,616.0,16.0,54.0,1792.0,1.0,1.0,236,,Funded Deferred Stock Assum Debt,,80,16.0,54.0,,
319,78.0,91.0,237.0,,Joseph,Potter,Providence,Blockmaker,,,,,,,,,,,1792.0,1.0,1.0,237,,Funded Deferred Stock Assum Debt,,80,44.0,48.0,,
320,78.0,91.0,238.0,,Phineas,Potter,Providence,Mariner,,,,,,,,,,,1792.0,1.0,1.0,238,,Funded Deferred Stock Assum Debt,,81,67.0,9.0,,
321,78.0,91.0,239.0,,Thomas,Sabin,Providence,Merchant,,,,,,,,,,,1792.0,1.0,1.0,239,,Funded Deferred Stock Assum Debt,,81,69.0,88.0,,
322,79.0,92.0,240.0,,Knight,Dexter,Providence,Innholder,,,,,,,,,,,1792.0,1.0,1.0,240,,Funded Deferred Stock Assum Debt,,81,39.0,88.0,,
323,79.0,92.0,241.0,,James,Congdon,Charlestown,Esquire,1792.0,2.0,2.0,,,John Ward and Company,,35.0,90.0,71.0,1792.0,1.0,1.0,241,,Funded Deferred Stock Assum Debt,,82,90.0,71.0,,
324,79.0,92.0,242.0,,Hezekiah,Babcock,Hopkinton,Esquire,1792.0,5.0,11.0,,Jun,Thomas ,Dickason,96.0,42.0,16.0,1792.0,1.0,1.0,242,,Funded Deferred Stock Assum Debt,,82,42.0,16.0,,
325,80.0,93.0,243.0,,Daniel Le ,favor,Bristol,Cooper,,,,,,,,,,,1792.0,1.0,1.0,243,,Funded Deferred Stock Assum Debt,,82,26.0,30.0,,
326,80.0,93.0,245.0,,Timothy,Gladding,Providence,Taylor,1792.0,2.0,13.0,,,James H.,Olney,97.0,103.0,86.0,1792.0,1.0,1.0,245,,Funded Deferred Stock Assum Debt,,83,103.0,86.0,,
327,80.0,93.0,246.0,,John,Low,Warwick,Esquire,1795.0,2.0,21.0,,,John,Jackson,113.0,171.0,19.0,1792.0,1.0,1.0,146,,Funded Deferred Stock Assum Debt,,83,171.0,19.0,,
328,81.0,94.0,248.0,,Eliphalet,Slack,Rehoboth,Esquire,,,,,,,,,,,1792.0,1.0,1.0,248,,Funded Deferred Stock Assum Debt,,84,30.0,88.0,,
329,81.0,94.0,249.0,,Elkanah,Humphry,Barrinton,,1792.0,12.0,12.0,,,Samuel,Wyllys Pumroy,355.0,27.0,77.0,1792.0,1.0,1.0,249,,Funded Deferred Stock Assum Debt,,84,27.0,77.0,,
330,81.0,94.0,250.0,,Pardon,Tillinghast,Exeter,Esquire,,,,,,,,,,,1792.0,1.0,1.0,250,,Funded Deferred Stock Assum Debt,,85,38.0,39.0,,
331,82.0,95.0,251.0,,William G.,Spencer,East Greenwich,,,,,,,,,,,,1792.0,1.0,1.0,251,,Funded Deferred Stock Assum Debt,,85,103.0,2.0,,
332,82.0,95.0,252.0,,Robert,Stanton,Richmond ,Esquire,,,,,,,,,,,1792.0,1.0,1.0,252,,Funded Deferred Stock Assum Debt,,85,22.0,17.0,,
333,82.0,95.0,253.0,,Jesse,Whipple,N Providence,Yeoman,,,,,,,,,,,1792.0,1.0,1.0,253,,Funded Deferred Stock Assum Debt,,86,46.0,87.0,,
334,83.0,96.0,254.0,,Simeon,Perry,Charestown,Esquire,1792.0,4.0,20.0,,,Joseph,Martin,73.0,280.0,49.0,1792.0,1.0,1.0,254,,Funded Deferred Stock Assum Debt,,86,280.0,49.0,,
335,83.0,96.0,255.0,,Nathaniel,Weaton,Providence,Esquire,,,,,,,,,,,1792.0,1.0,1.0,255,,Funded Deferred Stock Assum Debt,,86,36.0,55.0,,
336,83.0,96.0,256.0,,Waterman and Newell,,To the Estate of Jn Demount of Providence Deceased,Administrators,1795.0,1.0,1.0,,,Oliver,Bowen,112.0,163.0,54.0,1792.0,1.0,1.0,256,,Funded Deferred Stock Assum Debt,,87,490.0,63.0,,
337,83.0,96.0,256.0,,Waterman and Newell,,,Administrators,,,,,,Rufus Waterman Guardian,,113.0,327.0,9.0,,,,,,,,,,,,
338,83.0,96.0,256.0,,Waterman and Newell,,,Administrators,,,,,,,,,490.0,63.0,,,,,,,,,,,,
339,84.0,97.0,257.0,,Stephen,Tillinghast,Providence,,1792.0,2.0,2.0,,,John Ward and Company,,35.0,264.0,25.0,1792.0,1.0,1.0,257,,Funded Deferred Stock Assum Debt,,87,264.0,25.0,,
340,84.0,97.0,257.0,,,,,,1794.0,10.0,16.0,,,Certificate No. 112 For Transfering to the Office of the State of New York,,565.0,273.0,17.0,1792.0,10.0,16.0,,,Thomas and Sarah Smart,,565,273.0,17.0,,
341,84.0,97.0,258.0,,Joseph,Winter,New York,Merchant,1792.0,1.0,16.0,,,Certificate No. 5 Transfered to the Office of John Cochran Commissioner of Loan for State New York,,99.0,571.0,89.0,1792.0,1.0,1.0,258,,Funded Deferred Stock Assum Debt,,87,571.0,89.0,,
342,84.0,97.0,260.0,,Benjamin,Hall,Providence,,1792.0,2.0,2.0,,,John Ward and Company,,35.0,202.0,50.0,1792.0,1.0,1.0,259,,Funded Deferred Stock Assum Debt,,88,202.0,50.0,,
343,85.0,98.0,261.0,,Isaac,Whippo,New York,,,,,,,,,,,,1792.0,1.0,1.0,261,,Funded Deferred Stock Assum Debt,,88,25.0,35.0,,
344,85.0,98.0,262.0,,Hoppin and Snow,Providence,Auctioneers,,,,,,,,,,,,1792.0,1.0,1.0,262,,Funded Deferred Stock Assum Debt,,89,21.0,50.0,,
345,85.0,98.0,262.0,,Hoppin and Snow,Providence,Auctioneers,,,,,,,,,,,,1793.0,2.0,28.0,,,John,Carter,393,3.0,43.0,,
346,85.0,98.0,262.0,,Hoppin and Snow,Providence,Auctioneers,,,,,,,,,,,,,,,,,,,,24.0,93.0,,
347,85.0,98.0,263.0,,Henry,Bowen,Providence,,,,,,,,,,,,1792.0,1.0,1.0,263,,Funded deferred Stock Assum Debt,,89,27.0,99.0,,
348,85.0,98.0,263.0,,Henry,Bowen,Providence,,,,,,,,,,,,1792.0,12.0,12.0,,,Transfer of Register of Treasury,,356,47.0,43.0,,
349,85.0,98.0,263.0,,Henry,Bowen,Providence,,,,,,,,,,,,,,,,,,,,75.0,42.0,,
350,86.0,99.0,264.0,,Daniel,Manton,Johnston,,1792.0,1.0,16.0,,,Laban,Waterman,95.0,5.0,96.0,1792.0,1.0,1.0,264,,Funded Deferred Stock Assum Debt ,,89,5.0,96.0,,
351,86.0,99.0,265.0,,Zacheus,Chace,,,1793.0,4.0,10.0,,,Nathan,Bond,104.0,56.0,61.0,1792.0,1.0,1.0,265,,Funded Deferred Stock Assum Debt ,,90,56.0,61.0,,
352,86.0,99.0,266.0,,Martha,Field,Providence,Widow,1794.0,4.0,1.0,,,Sarah,Field,109.0,682.0,28.0,1792.0,1.0,1.0,266,,Funded Deferred Stock Assum Debt ,,90,778.0,86.0,,
353,86.0,99.0,266.0,,Martha,Field,Providence,Widow,,,,,,Balance Remaining on the Books,,,96.0,58.0,,,,,,,,,,,,
354,86.0,99.0,266.0,,Martha,Field,Providence,Widow,,,,,,,,,778.0,86.0,,,,,,,,,,,,
355,86.0,99.0,266.0,,Martha,Field,Providence,Widow,,,,,,Certificate No. 166 for Transfering to Thomas McEwen of Philadelphia,,7.0,96.0,58.0,1792.0,4.0,1.0,,,Balance Remaining on the Books,,,96.0,58.0,,
356,87.0,100.0,267.0,,Imanuel,Case,N Kington,Esquire,1795.0,2.0,21.0,,,Asher,Robbins,57.0,10.0,48.0,1792.0,1.0,1.0,267,,Funded Deferred Stock Assum Debt,,90,10.0,48.0,,
357,87.0,100.0,268.0,,Isaac,Pitman,Providence,March,,,,,,,,,,,1792.0,1.0,1.0,268,,Funded Deferred Stock Assum Debt,,91,4.0,78.0,,
358,87.0,100.0,269.0,,Joseph,Smith,Warren,Hatter,,,,,,,,,,,1792.0,1.0,1.0,269,,Funded Deferred Stock Assum Debt,,91,65.0,94.0,,
359,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,1792.0,1.0,1.0,1.0,,Israel,Bowen,2.0,123.0,87.0,,,,,,,,,,,,
360,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,2.0,,Caleb,Carpenter,,6.0,7.0,,,,,,,,,,,,
361,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,3.0,,William,Greene,,169.0,12.0,,,,,,,,,,,,
362,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,4.0,,Anne,Smith,3.0,25.0,32.0,,,,,,,,,,,,
363,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,5.0,,Richard,Waterman,,235.0,40.0,,,,,,,,,,,,
364,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,6.0,,Caleb,Vaughan,,19.0,25.0,,,,,,,,,,,,
365,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,7.0,,William,Bradford,4.0,356.0,32.0,,,,,,,,,,,,
366,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,8.0,,Nathan,Relph,,4.0,39.0,,,,,,,,,,,,
367,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,9.0,,Jabez,Bowen,,165.0,73.0,,,,,,,,,,,,
368,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,10.0,,John,Smith,5.0,1135.0,96.0,,,,,,,,,,,,
369,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,11.0,,Ephraim,Bowen,,277.0,46.0,,,,,,,,,,,,
370,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,12.0,,Sarah,Remington,,16.0,92.0,,,,,,,,,,,,
371,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,13.0,,Nathan,Waterman,6.0,721.0,95.0,,,,,,,,,,,,
372,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,14.0,,Samuel,Atherton,,10.0,98.0,,,,,,,,,,,,
373,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,15.0,,James,Manning,,2.0,6.0,,,,,,,,,,,,
374,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,16.0,,Paraclete,Tew,7.0,52.0,32.0,,,,,,,,,,,,
375,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,17.0,,Freelove,Greene,,96.0,7.0,,,,,,,,,,,,
376,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,18.0,,Nicholas P. ,Tillinghast,,14.0,73.0,,,,,,,,,,,,
377,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,19.0,,James F. Sabor and Company,,8.0,220.0,53.0,,,,,,,,,,,,
378,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,20.0,,Amos,Attwell,,13.0,69.0,,,,,,,,,,,,
379,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,21.0,,Dolly,Sabin,,74.0,2.0,,,,,,,,,,,,
380,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,22.0,,Cyril,Carpenter,9.0,36.0,82.0,,,,,,,,,,,,
381,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,23.0,,David,Martin,,19.0,12.0,,,,,,,,,,,,
382,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,24.0,,William,Vernon,,107.0,10.0,,,,,,,,,,,,
383,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,25.0,,Robert,Stevens,10.0,9.0,4.0,,,,,,,,,,,,
384,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,26.0,,Clarke,Brown,,,51.0,,,,,,,,,,,,
385,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,27.0,,Lemuel,Bailey,,109.0,57.0,,,,,,,,,,,,
386,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,28.0,,George,Champlin,11.0,84.0,65.0,,,,,,,,,,,,
387,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,29.0,,Andrew,Hamersley,,378.0,89.0,,,,,,,,,,,,
388,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,30.0,,Mehetable,Parkins,,69.0,44.0,,,,,,,,,,,,
389,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,31.0,,Samuel,Fowler,12.0,478.0,92.0,,,,,,,,,,,,
390,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,32.0,,James,Robinson,,4.0,25.0,,,,,,,,,,,,
391,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,33.0,,Henry,Marchant,,216.0,64.0,,,,,,,,,,,,
392,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,34.0,,Cristopher,Ellery,13.0,49.0,25.0,,,,,,,,,,,,
393,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,35.0,,George,Shove,,2.0,77.0,,,,,,,,,,,,
394,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,36.0,,Abigail,Hammond,,33.0,7.0,,,,,,,,,,,,
395,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,37.0,,Elias,Cornelious,14.0,104.0,20.0,,,,,,,,,,,,
396,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,38.0,,Jeremiah,Whipple,,70.0,51.0,,,,,,,,,,,,
397,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,39.0,,Simeon,Potter,,1186.0,90.0,,,,,,,,,,,,
398,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,40.0,,Azariah,Hide,15.0,61.0,70.0,,,,,,,,,,,,
399,88.0,101.0,,,Funded Deferred Stock Assumed Debt,,,,,,,,,Carried Over Dollars,,,6765.0,51.0,,,,,,,,,,,,
400,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,1792.0,1.0,1.0,,,Amount Brought Forward,,1.0,6765.0,51.0,,,,,,,,,,,,
401,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,41.0,,Ichabod,Northup,15.0,19.0,79.0,,,,,,,,,,,,
402,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,42.0,,Zephaniah,Andrews,,27.0,34.0,,,,,,,,,,,,
403,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,43.0,,Mary,Travers,,21.0,62.0,,,,,,,,,,,,
404,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,44.0,,Archibald,Stewart,,5.0,52.0,,,,,,,,,,,,
405,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,45.0,,John,Thurston,,26.0,17.0,,,,,,,,,,,,
406,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,46.0,,Caleb,Aldrich,17.0,5.0,47.0,,,,,,,,,,,,
407,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,47.0,,Enos,Hitchcock,,286.0,21.0,,,,,,,,,,,,
408,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,48.0,,Abner,Allen,,61.0,29.0,,,,,,,,,,,,
409,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,49.0,,Joseph Jenckes and David L. Barnes,,18.0,1329.0,93.0,,,,,,,,,,,,
410,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,50.0,,Aron,Mann ,,6.0,79.0,,,,,,,,,,,,
411,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,51.0,,Nathan,Fuller,,4.0,41.0,,,,,,,,,,,,
412,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,52.0,,Christopher,Lippitt,19.0,57.0,35.0,,,,,,,,,,,,
413,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,53.0,,Pardon,"Tillinghast, WG",,196.0,86.0,,,,,,,,,,,,
414,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,54.0,Jun,Pardon,Tillinghast,,24.0,68.0,,,,,,,,,,,,
415,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,55.0,,Benjamin,Greene,20.0,159.0,33.0,,,,,,,,,,,,
416,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,56.0,,John,Darrance,,25.0,83.0,,,,,,,,,,,,
417,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,57.0,,Elisha,Brown,,52.0,84.0,,,,,,,,,,,,
418,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,58.0,,Elizabeth,"Brown, Administrators",21.0,1096.0,2.0,,,,,,,,,,,,
419,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,59.0,,Lydia,Dexter,,46.0,53.0,,,,,,,,,,,,
420,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,60.0,,Benjamin,Talbot,,88.0,40.0,,,,,,,,,,,,
421,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,61.0,,Abigail,Cushing,22.0,28.0,90.0,,,,,,,,,,,,
422,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,62.0,,Peter,Turner,,56.0,89.0,,,,,,,,,,,,
423,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,63.0,,William Greene/ Son Nathaniel,,,7.0,55.0,,,,,,,,,,,,
424,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,64.0,,Elisha,Waterman,23.0,92.0,21.0,,,,,,,,,,,,
425,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,65.0,,Amaziah,Waterman,,13.0,73.0,,,,,,,,,,,,
426,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,66.0,,Benjamin,Tillinghast,,241.0,94.0,,,,,,,,,,,,
427,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,67.0,,Benjamin,Tillinghast Ohters,24.0,56.0,40.0,,,,,,,,,,,,
428,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,68.0,,Nicholas  ,Power,,255.0,38.0,,,,,,,,,,,,
429,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,69.0,,Elizabeth,Hammond,,17.0,67.0,,,,,,,,,,,,
430,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,70.0,,William,Holroyd,25.0,33.0,50.0,,,,,,,,,,,,
431,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,71.0,,Moses and Nicholas Brown,,,3796.0,80.0,,,,,,,,,,,,
432,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,72.0,,Daniel,Tefft,,112.0,31.0,,,,,,,,,,,,
433,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,73.0,,John,Bannister,26.0,4.0,7.0,,,,,,,,,,,,
434,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,74.0,,Nathaniel,Appleton,,50.0,93.0,,,,,,,,,,,,
435,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,75.0,,Edward,Clarke,,72.0,37.0,,,,,,,,,,,,
436,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,76.0,,Lydia,Nightingale,27.0,4.0,14.0,,,,,,,,,,,,
437,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,77.0,,Daniel and Verplank,,,387.0,82.0,,,,,,,,,,,,
438,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,78.0,,Thomas,Allen,,6.0,32.0,,,,,,,,,,,,
439,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,79.0,,Welcome,Arnold,28.0,2299.0,60.0,,,,,,,,,,,,
440,89.0,102.0,,,Funded Deferred Stock Assumed Debt,,,,,,,80.0,Jun,Henry,Champion,,58.0,76.0,,,,,,,,,,,,
